biome	sample	h	DateTime	Station	LatN	LonE	SizeFrx	Run	Date	RadiansDate	Vernality	Wintriness	Location	Freshwater	hc	ssu.cnt	ssu.cov
_beyster	ERR986581	4.82541021519997	2009-03-26 05:18 PM +0000	GS605	20.094784	-105.63443	0.1?m	ERR986581	2009-03-26	1.50098315671512	0.997564050259824	0.0697564737441255	North Pacific Ocean	FALSE	4.94444376921767	252	0.326797385620915
_beyster	ERR986582	4.65499112296436	2009-03-26 05:18 PM +0000	GS605	20.094784	-105.63443	0.8?m	ERR986582	2009-03-26	1.50098315671512	0.997564050259824	0.0697564737441255	North Pacific Ocean	FALSE	4.73378160139726	164	0.243697478991597
_beyster	ERR986583	3.31949257615475	2009-03-26 05:18 PM +0000	GS605	20.094784	-105.63443	3.0?m	ERR986583	2009-03-26	1.50098315671512	0.997564050259824	0.0697564737441255	North Pacific Ocean	FALSE	3.32856381842681	29	0.0357142857142857
_beyster	ERR986584	4.61007443165233	2009-03-26 05:18 PM +0000	GS606	20.094784	-105.63443	0.1?m	ERR986584	2009-03-26	1.50098315671512	0.997564050259824	0.0697564737441255	North Pacific Ocean	FALSE	4.77683853142002	256	0.313868613138686
_beyster	ERR986585	3.8552203998284	2009-03-26 05:18 PM +0000	GS606	20.094784	-105.63443	0.8?m	ERR986585	2009-03-26	1.50098315671512	0.997564050259824	0.0697564737441255	North Pacific Ocean	FALSE	4.1202475925963	136	0.227848101265823
_beyster	ERR986586	3.61230143155084	2009-03-26 05:18 PM +0000	GS606	20.094784	-105.63443	3.0?m	ERR986586	2009-03-26	1.50098315671512	0.997564050259824	0.0697564737441255	North Pacific Ocean	FALSE	3.66320743898162	51	0.225
_beyster	ERR986587	4.0606658889381	2009-04-03 05:46 PM +0000	GS618	7.1635003	-81.71476	0.1?m	ERR986587	2009-04-03	1.62315620435473	0.998629534754574	-0.0523359562429434	North Pacific Ocean	FALSE	4.13328689909949	90	0.261538461538461
_beyster	ERR986588	4.57333978491141	2009-04-03 05:46 PM +0000	GS618	7.1635003	-81.71476	0.8?m	ERR986588	2009-04-03	1.62315620435473	0.998629534754574	-0.0523359562429434	North Pacific Ocean	FALSE	4.66905985755006	155	0.221238938053097
_beyster	ERR986589	2.40364041061495	2009-04-03 05:46 PM +0000	GS618	7.1635003	-81.71476	0.8?m	ERR986589	2009-04-03	1.62315620435473	0.998629534754574	-0.0523359562429434	North Pacific Ocean	FALSE	2.45831132968308	14	0.0833333333333334
_beyster	ERR986590	2.40364041061495	2009-04-03 05:46 PM +0000	GS618	7.1635003	-81.71476	3.0?m	ERR986590	2009-04-03	1.62315620435473	0.998629534754574	-0.0523359562429434	North Pacific Ocean	FALSE	2.45831132968308	14	0.0833333333333334
_beyster	ERR986591	4.44257955667452	2009-04-03 05:46 PM +0000	GS619	7.1635003	-81.71143	0.1?m	ERR986591	2009-04-03	1.62315620435473	0.998629534754574	-0.0523359562429434	North Pacific Ocean	FALSE	4.5861733652716	210	0.396396396396396
_beyster	ERR986592	4.10050466820427	2009-04-03 05:46 PM +0000	GS619	7.1635003	-81.71143	0.8?m	ERR986592	2009-04-03	1.62315620435473	0.998629534754574	-0.0523359562429434	North Pacific Ocean	FALSE	4.18460209359689	92	0.217391304347826
_beyster	ERR986593	2.77258872223978	2009-04-03 05:46 PM +0000	GS619	7.1635003	-81.71143	0.8?m	ERR986593	2009-04-03	1.62315620435473	0.998629534754574	-0.0523359562429434	North Pacific Ocean	FALSE	2.77258872223978	16	0
_beyster	ERR986594	2.77258872223978	2009-04-03 05:46 PM +0000	GS619	7.1635003	-81.71143	3.0?m	ERR986594	2009-04-03	1.62315620435473	0.998629534754574	-0.0523359562429434	North Pacific Ocean	FALSE	2.77258872223978	16	0
_beyster	ERR986595	4.74083616421879	2009-05-21 11:00 AM +0000	GS642	50.249832	-4.216942	0.1?m	ERR986595	2009-05-21	2.460914245312	0.629320391049837	-0.777145961456971	North Atlantic Ocean	FALSE	4.83508578182409	208	0.343283582089552
_beyster	ERR986596	4.36535919316884	2009-05-21 11:00 AM +0000	GS642	50.249832	-4.216942	0.8?m	ERR986596	2009-05-21	2.460914245312	0.629320391049837	-0.777145961456971	North Atlantic Ocean	FALSE	4.43092015549012	113	0.206896551724138
_beyster	ERR986597	3.56560639265515	2009-05-21 11:00 AM +0000	GS642	50.249832	-4.216942	3.0?m	ERR986597	2009-05-21	2.460914245312	0.629320391049837	-0.777145961456971	North Atlantic Ocean	FALSE	3.66809816167356	67	0.333333333333333
_beyster	ERR986598	4.46548348219906	2009-05-21 11:00 AM +0000	GS643	50.249832	-4.216942	0.1?m	ERR986598	2009-05-21	2.460914245312	0.629320391049837	-0.777145961456971	North Atlantic Ocean	FALSE	4.59608190115656	176	0.302752293577982
_beyster	ERR986599	4.50818389611173	2009-05-21 11:00 AM +0000	GS643	50.249832	-4.216942	0.8?m	ERR986599	2009-05-21	2.460914245312	0.629320391049837	-0.777145961456971	North Atlantic Ocean	FALSE	4.64863079832677	211	0.35042735042735
_beyster	ERR986600	3.93084900923832	2009-05-21 11:00 AM +0000	GS643	50.249832	-4.216942	3.0?m	ERR986600	2009-05-21	2.460914245312	0.629320391049837	-0.777145961456971	North Atlantic Ocean	FALSE	4.01368859414481	77	0.189655172413793
_beyster	ERR986601	4.52569530873094	2009-05-28 09:30 AM +0000	GS644	50.02885	-4.3367	0.1?m	ERR986601	2009-05-28	2.58308729295161	0.529919264233205	-0.848048096156426	North Atlantic Ocean	FALSE	4.60577957591866	144	0.266666666666667
_beyster	ERR986602	4.09409761541398	2009-05-28 09:30 AM +0000	GS644	50.02885	-4.3367	0.8?m	ERR986602	2009-05-28	2.58308729295161	0.529919264233205	-0.848048096156426	North Atlantic Ocean	FALSE	4.21701039401926	117	0.297297297297297
_beyster	ERR986603	3.19891652872068	2009-05-28 09:30 AM +0000	GS644	50.02885	-4.3367	3.0?m	ERR986603	2009-05-28	2.58308729295161	0.529919264233205	-0.848048096156426	North Atlantic Ocean	FALSE	3.23925130712362	30	0.115384615384615
_beyster	ERR986604	4.50482863823869	2009-05-28 11:15 AM +0000	GS647	50.02885	-4.3367	0.1?m	ERR986604	2009-05-28	2.58308729295161	0.529919264233205	-0.848048096156426	North Atlantic Ocean	FALSE	4.68839843229883	268	0.369230769230769
_beyster	ERR986605	4.53913535259467	2009-05-28 11:15 AM +0000	GS647	50.02885	-4.3367	0.8?m	ERR986605	2009-05-28	2.58308729295161	0.529919264233205	-0.848048096156426	North Atlantic Ocean	FALSE	4.669528565258	180	0.273504273504274
_beyster	ERR986606	2.94711545374418	2009-05-28 11:15 AM +0000	GS647	50.02885	-4.3367	3.0?m	ERR986606	2009-05-28	2.58308729295161	0.529919264233205	-0.848048096156426	North Atlantic Ocean	FALSE	3.24540859993381	59	0.176470588235294
_beyster	ERR986607	4.47227467218848	2009-06-06 07:35 AM +0000	GS651	54.268715	7.1871166	0.1?m	ERR986607	2009-06-06	2.72271363311115	0.4067366430758	-0.913545457642601	North Atlantic Ocean	FALSE	4.69983737681963	289	0.357142857142857
_beyster	ERR986608	4.56120811140026	2009-06-06 07:35 AM +0000	GS651	54.268715	7.1871166	0.8?m	ERR986608	2009-06-06	2.72271363311115	0.4067366430758	-0.913545457642601	North Atlantic Ocean	FALSE	4.74633606877323	243	0.330882352941177
_beyster	ERR986609	4.7958485491395	2009-06-06 07:35 AM +0000	GS652	54.268715	7.1871166	0.1?m	ERR986609	2009-06-06	2.72271363311115	0.4067366430758	-0.913545457642601	North Atlantic Ocean	FALSE	4.93858643272611	308	0.39873417721519
_beyster	ERR986610	4.32825317060719	2009-06-06 07:35 AM +0000	GS652	54.268715	7.1871166	0.8?m	ERR986610	2009-06-06	2.72271363311115	0.4067366430758	-0.913545457642601	North Atlantic Ocean	FALSE	4.43969026098368	134	0.230769230769231
_beyster	ERR986617	4.53613753654544	2009-11-05 10:00 AM +0000	GS718	41.649536	2.8	0.1?m	ERR986617	2009-11-05	5.32325421858271	-0.819152044288992	0.573576436351046	Mediterranean Sea	FALSE	4.63623271646265	169	0.281818181818182
_beyster	ERR986618	4.10213445680909	2009-11-05 10:00 AM +0000	GS718	41.649536	2.8	0.8?m	ERR986618	2009-11-05	5.32325421858271	-0.819152044288992	0.573576436351046	Mediterranean Sea	FALSE	4.20209199565428	96	0.197183098591549
_beyster	ERR986619	4.20618695748331	2009-11-05 10:00 AM +0000	GS718	41.649536	2.8	3.0?m	ERR986619	2009-11-05	5.32325421858271	-0.819152044288992	0.573576436351046	Mediterranean Sea	FALSE	4.2355210763373	81	0.157142857142857
_beyster	ERR986620	4.36701222823569	2009-11-07 05:30 AM +0000	GS721	39.49235	2.127316	0.1?m	ERR986620	2009-11-07	5.35816080362259	-0.798635510047293	0.601815023152048	Mediterranean Sea	FALSE	4.4673366601557	136	0.279569892473118
_beyster	ERR986621	4.41005106794725	2009-11-07 05:30 AM +0000	GS722	39.49235	2.127316	0.1?m	ERR986621	2009-11-07	5.35816080362259	-0.798635510047293	0.601815023152048	Mediterranean Sea	FALSE	4.53347674647602	146	0.217821782178218
_beyster	ERR986625	4.02900974341614	2010-07-13 12:20 PM +0000	GS742	39.897102	11.7578335	0.1?m	ERR986625	2010-07-13	3.36848545634906	-0.224951054343865	-0.974370064785235	Mediterranean Sea	FALSE	4.20292229562892	180	0.425
_beyster	ERR986626	4.44000440656405	2010-07-14 02:35 PM +0000	GS747	40.808464	14.249701	0.1?m	ERR986626	2010-07-14	3.385938748869	-0.241921895599668	-0.970295726275996	Mediterranean Sea	FALSE	4.61932276288618	208	0.288135593220339
_beyster	ERR986627	4.64386896838025	2010-07-14 02:35 PM +0000	GS747	40.808464	14.249701	0.8?m	ERR986627	2010-07-14	3.385938748869	-0.241921895599668	-0.970295726275996	Mediterranean Sea	FALSE	4.75452581828451	191	0.28
_beyster	ERR986628	4.41664373025214	2010-07-14 02:35 PM +0000	GS747	40.808464	14.249701	3.0?m	ERR986628	2010-07-14	3.385938748869	-0.241921895599668	-0.970295726275996	Mediterranean Sea	FALSE	4.49652251986729	133	0.265957446808511
_beyster	ERR986629	4.34113694534931	2010-07-16 11:57 AM +0000	GS752	38.25325	15.629167	0.1?m	ERR986629	2010-07-16	3.42084533390889	-0.275637355816999	-0.961261695938319	Mediterranean Sea	FALSE	4.52914231202527	205	0.336363636363636
_beyster	ERR986630	4.6762047986742	2010-07-16 12:00 PM +0000	GS753	38.25325	15.629167	0.1?m	ERR986630	2010-07-16	3.42084533390889	-0.275637355816999	-0.961261695938319	Mediterranean Sea	FALSE	4.80082793231199	233	0.373134328358209
_beyster	ERR986631	4.08945175921223	2010-07-17 09:07 AM +0000	GS756	38.528267	18.074806	0.1?m	ERR986631	2010-07-17	3.43829862642883	-0.292371704722736	-0.956304755963036	Mediterranean Sea	FALSE	4.26419040956103	217	0.471264367816092
_beyster	ERR986632	3.76551040126609	2010-07-18 07:36 AM +0000	GS758	41.213516	17.8776	0.1?m	ERR986632	2010-07-18	3.45575191894877	-0.309016994374947	-0.951056516295154	Mediterranean Sea	FALSE	3.92338492634065	111	0.362068965517241
_beyster	ERR986633	1.33217904021012	2010-09-07 12:40 PM +0000	GS762	42.435883	28.135767	0.1?m	ERR986633	2010-09-07	4.31096325242599	-0.92050485345244	-0.390731128489275	Mediterranean Sea	FALSE	1.36892236074022	5	0.25
_beyster	ERR986634	1.09861228866811	2010-09-07 12:40 PM +0000	GS762	42.435883	28.135767	0.8?m	ERR986634	2010-09-07	4.31096325242599	-0.92050485345244	-0.390731128489275	Mediterranean Sea	FALSE	1.09861228866811	3	0
_beyster	ERR986635	3.28779770565374	2010-09-07 12:40 PM +0000	GS762	42.435883	28.135767	3.0?m	ERR986635	2010-09-07	4.31096325242599	-0.92050485345244	-0.390731128489275	Mediterranean Sea	FALSE	3.34108015134459	35	0.137931034482759
_beyster	ERR986636	4.33662843221649	2010-09-07 12:40 PM +0000	GS763	42.435883	28.135767	0.1?m	ERR986636	2010-09-07	4.31096325242599	-0.92050485345244	-0.390731128489275	Mediterranean Sea	FALSE	4.5329386399112	194	0.254545454545455
_beyster	ERR986637	4.31745506384996	2010-09-07 12:40 PM +0000	GS763	42.435883	28.135767	0.8?m	ERR986637	2010-09-07	4.31096325242599	-0.92050485345244	-0.390731128489275	Mediterranean Sea	FALSE	4.41670636591602	123	0.215909090909091
_beyster	ERR986638	3.16498553777791	2010-09-07 12:40 PM +0000	GS763	42.435883	28.135767	3.0?m	ERR986638	2010-09-07	4.31096325242599	-0.92050485345244	-0.390731128489275	Mediterranean Sea	FALSE	3.201880883057	28	0.08
_beyster	ERR986639	3.40404043392911	2010-09-13 09:30 AM +0000	GS776	38.827732	22.772516	0.1?m	ERR986639	2010-09-13	4.41568300754565	-0.956304755963035	-0.292371704722737	Mediterranean Sea	FALSE	3.42509876667456	34	0.0967741935483871
_beyster	ERR986640	3.53317962581785	2010-09-13 09:30 AM +0000	GS776	38.827732	22.772516	0.8?m	ERR986640	2010-09-13	4.41568300754565	-0.956304755963035	-0.292371704722737	Mediterranean Sea	FALSE	3.70220026996328	69	0.217391304347826
_beyster	ERR986641	3.13549421592915	2010-09-13 09:30 AM +0000	GS776	38.827732	22.772516	3.0?m	ERR986641	2010-09-13	4.41568300754565	-0.956304755963035	-0.292371704722737	Mediterranean Sea	FALSE	3.13549421592915	23	0
_beyster	ERR986642	4.30174107375659	2010-09-13 09:30 AM +0000	GS777	38.827732	22.772516	0.1?m	ERR986642	2010-09-13	4.41568300754565	-0.956304755963035	-0.292371704722737	Mediterranean Sea	FALSE	4.39762806481879	107	0.127906976744186
_beyster	ERR986643	3.8561010731103	2010-09-13 09:30 AM +0000	GS777	38.827732	22.772516	0.8?m	ERR986643	2010-09-13	4.41568300754565	-0.956304755963035	-0.292371704722737	Mediterranean Sea	FALSE	3.89401084285453	55	0.0600000000000001
_beyster	ERR986644	3.44627794091796	2010-09-13 09:30 AM +0000	GS777	38.827732	22.772516	3.0?m	ERR986644	2010-09-13	4.41568300754565	-0.956304755963035	-0.292371704722737	Mediterranean Sea	FALSE	3.49969305274768	40	0.117647058823529
_beyster	ERR986645	4.34000309929955	2010-09-16 09:00 AM +0000	GS779	36.383133	25.393566	0.1?m	ERR986645	2010-09-16	4.46804288510548	-0.970295726275996	-0.241921895599668	Mediterranean Sea	FALSE	4.50950543430408	209	0.358490566037736
_beyster	ERR986646	3.71784273441819	2010-09-16 01:50 PM +0000	GS781	36.400368	25.390034	0.1?m	ERR986646	2010-09-16	4.46804288510548	-0.970295726275996	-0.241921895599668	Mediterranean Sea	FALSE	3.76275560734771	52	0.136363636363636
_beyster	ERR986647	4.38675325646879	2010-09-28 07:30 AM +0000	GS786	42.488335	3.145001	0.1?m	ERR986647	2010-09-28	4.6774823953448	-0.999390827019096	-0.0348994967025008	Mediterranean Sea	FALSE	4.47101293821351	133	0.282608695652174
_beyster	ERR986648	3.66307736790344	2010-09-28 07:30 AM +0000	GS786	42.488335	3.145001	0.8?m	ERR986648	2010-09-28	4.6774823953448	-0.999390827019096	-0.0348994967025008	Mediterranean Sea	FALSE	3.85470251393652	75	0.0925925925925926
_beyster	ERR986649	3.86362479991168	2010-09-28 07:30 AM +0000	GS786	42.488335	3.145001	3.0?m	ERR986649	2010-09-28	4.6774823953448	-0.999390827019096	-0.0348994967025008	Mediterranean Sea	FALSE	3.89692870676306	57	0.12
_beyster	ERR986650	4.42249396315187	2010-11-19 08:30 PM +0000	GS793	27.863716	-13.68155	0.1?m	ERR986650	2010-11-19	5.56760031386191	-0.656059028990508	0.754709580222771	North Atlantic Ocean	FALSE	4.60951851533492	219	0.336134453781513
_beyster	ERR986651	4.76045203375757	2010-11-19 08:30 PM +0000	GS794	27.863716	-13.68155	0.1?m	ERR986651	2010-11-19	5.56760031386191	-0.656059028990508	0.754709580222771	North Atlantic Ocean	FALSE	4.89986717480984	245	0.288590604026846
_beyster	ERR986652	3.72708932606462	2010-12-04 03:40 PM +0000	GS809	17.540632	-51.638252	0.1?m	ERR986652	2010-12-04	5.82939970166106	-0.438371146789078	0.898794046299167	North Atlantic Ocean	FALSE	3.99125476727673	109	0.147058823529412
_beyster	ERR986653	4.08631457087759	2010-12-04 03:40 PM +0000	GS810	17.540632	-51.638252	0.1?m	ERR986653	2010-12-04	5.82939970166106	-0.438371146789078	0.898794046299167	North Atlantic Ocean	FALSE	4.18650789521768	99	0.228571428571429
